article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article732708002,16,"But amid myriad legal questions over what exact powers the court would have, it never got off the ground.",3088,3193,1,Exaggeration
article732708002,34,"""I can't condemn [Barros] because I don't have evidence,"" he said on the plane back to Rome, suggesting he had ignored or never read the letter from Cruz.",5279,5433,1,Exaggeration
article734265267,24,"“The results of this operation are a clear indication of ICE’s commitment regarding the role we play in keeping our communities safe by locating, arresting and ultimately removing at-large criminal aliens who pose a threat to public safety, and other immigration fugitives,” said Daniel Bible, field office director for ERO in San Antonio.",3129,3468,1,"Loaded Language, Fear Appeal, Name Calling"
article735090638,0,"DOJ May Hit #Resistance Mayor Who Warned Illegal Criminals w/Obstruction of Justice

ICE had already called out Oakland's radical leftist boss for helping criminals and endangering ICE personnel by tipping them off that a raid was coming.",0,238,1,"Loaded Language, Fear Appeal, Name Calling"
article735090638,4,"The mayor’s move endangered ICE officers and alerted their targets, Homan asserted, “making clear that this reckless decision was based on her political agenda.” He said 864 “criminal aliens and public safety threats remain at large in the community, and I have to believe that some of them were able to elude us thanks to the mayor’s irresponsible decision.” Fox News, which was given a ride-along with ICE officers during the operation, reported that agency officials were asking the Department of Justice to investigate whether Schaaf broke any laws.",809,1362,1,"Loaded Language, Fear Appeal, Name Calling"
article735090638,10,"""There's over 800 significant public safety threat criminals ... that we are unable to locate because of that warning, so that community's a lot less safe than it would've been.""",2288,2466,1,"Loaded Language, Fear Appeal, Name Calling"
article735265649,10,"ICE reports that 864 illegal immigrants with criminal convictions and other public safety threats ""remain at large"" in the area -- an indeterminate number of whom may have been tipped off by a Democrat mayor who betrayed the law-abiding citizens of Northern California.",1820,2089,1,"Loaded Language, Fear Appeal, Name Calling"
article735815173,5,"Farrakhan’s history of racially extreme comments includes blaming Jews for the September 11 attacks, saying white people “deserve to die” and praising Adolf Hitler as a “very great man.” “I personally know [Farrakhan], I’ve been to his home, done meetings, participated in events with him,” Davis told TheDC.",595,903,1,Fear Appeal
article735815173,7,"An ADL official told JTA on Friday that the group had reached out to Rep. Danny Davis, a Democrat, after an article in The Daily Caller said he lauded Farrakhan on Monday as “an outstanding human being.” Farrakhan has calledJews “the enemy of God and the enemy of the righteous,” and said Jews were responsible for the 9/11 terror attacks and the rise of the Ku Klux Klan in the 20th century.",1046,1438,1,"Fear Appeal, Name Calling"
article735815503,8,"""People should be able to live without fear or panic and know their rights and responsibilities as well as their recourses.""",1334,1458,1,Fear Appeal
article735855251,18,"“As part of this operation, we continue focus on the arrest of individuals who are criminal aliens and public safety threats.",2329,2454,1,"Loaded Language, Fear Appeal, Name Calling"
article736231219,0,"Farrakhan Speech: 'Jews Are My Enemy,' 'White Folks Are Going Down'

With the leftist media entirely focused on the push to ban AR-15s and repeal the Second Amendment, practically no one noticed Louis Farrakhan's Saviours’ Day 2018 Address in which he told an approving audience that ""powerful Jews are my enemy,"" and ""white folks are going down,"" according to The Washington Examiner.",0,385,1,"Name Calling, Exaggeration, Appeal to Authority"
article736231219,1,"Farrakhan, of course, is the raging anti-Semite and race-monger who leads the Nation of Islam, the loony, militant, black nationalist organization whose mission is to throw off the yoke of the inferior white devil.",386,600,1,"Loaded Language, Name Calling"
article736231219,7,"After Farrakhan's speech Sunday, CNN anchor Jake Tapper, among a few others, began tweeting out a few quotes from it, and declared that Farrakhan was more dangerous than other ""alt-reich"" leaders because he “has a much larger following and elected officials meet with him openly.” His Twitter thread begins here:
Somehow the openly racist and anti-Semitic Farrakhan and his hateful organization have managed for decades to avoid being harshly denounced as such by the news media, which instead has spent the last two years attempting to smear Donald Trump as the new Hitler.",1179,1753,1,"Loaded Language, Fear Appeal"
article737194975,1,"Sagacious gun owners have always known that the ultimate goal of gun control extremists such as Chuck Schumer, Nancy Pelosi, Dianne Feinstein, et al., has always been gun confiscation.",28,212,1,Exaggeration
article737194975,6,"As I reported in this column last week, in a bipartisan meeting with congressmen and senators recently, President Trump “voiced support for confiscating guns from certain individuals deemed to be dangerous, even if it violates due process rights.",677,923,1,"Loaded Language, Fear Appeal"
article737194975,9,“Trump was responding to comments from Vice President Pence that families and local law enforcement should have more tools to report potentially dangerous individuals with weapons.,1207,1387,1,"Loaded Language, Fear Appeal"
article737194975,12,"So far, five states have passed “red flag” laws that allow police agencies to confiscate guns from someone deemed to be “dangerous” by either a law enforcement officer or a family member BEFORE the individual has committed any crime, and in one State (Rhode Island) the governor issued an executive order implementing a “red flag” law.",1842,2177,1,"Loaded Language, Fear Appeal, Black-and-White Thinking"
article737194975,18,The volume of complaints convinced Seattle police to seek an extreme risk protection order – or ‘erpo’ – which allows law enforcement to legally remove guns from people deemed a danger to themselves or others.,3565,3774,1,"Loaded Language, Fear Appeal"
