article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article700461600,48,"Patrick J. Buchanan is the author of
His latest book, published May 9, is",4820,4893,0,None,0
article700551604,0,Will Trump Continue the CIA’s JFK Cover-Up?,0,43,0,None,0
article700551604,1,"Last Friday, President Trump made the following announcement:
I have decided not to block release of the CIA’s remaining JFK-assassination related records except for those records that directly implicate the CIA in the assassination, which will continue to remain secret.”
Okay, he didn’t really put it like that.",45,358,0,None,0
article700551604,2,"But that’s the potential and likely import of his announcement, which actually read as follows:
Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.” (Italics added.)",359,609,0,None,0
article700551604,3,"The operative words, of course, are: “Subject to the receipt of further information….”
What is going on here?",610,719,0,None,0
article700551604,4,Negotiations.,720,733,0,None,0
article700551604,5,The art of the deal.,734,754,0,None,0
article700551604,6,The CIA desperately does not want to show the American people its long-secret JFK-related records.,755,853,0,None,0
article700551604,7,It has asked Trump to continue keeping at least some of them secret notwithstanding the passage of more than 50 years since the Kennedy assassination.,854,1004,0,None,0
article700551604,8,"Under long-established custom and tradition in Washington, D.C., when someone asks someone else for a favor, the person who is in a position to grant the favor demands something in return.",1005,1193,0,None,0
article700551604,9,That’s where the negotiations between Trump and the CIA come into play.,1194,1265,0,None,0
article700551604,10,Trump wants something in return.,1266,1298,0,None,0
article700551604,11,We don’t know what — maybe laying off on the Russia investigation — but his announcement last Friday is obviously part of the concluding steps of such negotiations.,1299,1463,0,None,0
article700551604,12,"Time to buy old US gold coins
What Trump has done with his announcement is send a clear message to the CIA: “Give me what I want and I’ll give you want you want.",1464,1625,0,None,0
article700551604,13,"Otherwise, I will let all your cherished long-secret records relating to the JFK assassination be shown to the American people.”
Make no mistake about it: A deal is about to be made.",1626,1808,0,None,0
article700551604,14,The CIA will cave.,1809,1827,0,None,0
article700551604,15,It will end up giving Trump whatever it is he wants.,1828,1880,0,None,0
article700551604,16,Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret.,1881,2029,0,None,0
article700551604,17,"And once the CIA gives Trump what he wants, he will cave and give the CIA the continued secrecy it so desperately needs.",2030,2150,0,None,0
article700551604,18,"All this will happen by this Thursday, the date set by law for release of all the JFK records that Trump has not blocked.",2151,2272,0,None,0
article700551604,19,"Think about it: The CIA has asked the president to continue secrecy of records that are more than 50 years old or, apparently, some relating to secret correspondence between the CIA and the Assassination Records Review Board back in the 1990s.",2273,2516,0,None,0
article700551604,20,The CIA’s ground?,2517,2534,0,None,0
article700551604,21,"“National security” of course, the two most important and meaningless words in the American political lexicon.",2535,2645,0,None,0
article700551604,22,National security?,2646,2664,0,None,0
article700551604,23,Really?,2665,2672,0,None,0
article700551604,24,"Whatever definition that one might put on that nebulous term, no reasonable person can honestly believe that the release of 50-year-old records are going to result in the United States falling into the ocean or even that the communists are going to take over the federal government.",2673,2955,0,None,0
article700551604,25,The CIA says that releasing its decades-old JFK records will reveal secret “methods” of intelligence gathering.,2956,3067,0,None,0
article700551604,26,Really?,3068,3075,0,None,0
article700551604,27,"What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones?",3076,3180,0,None,0
article700551604,28,What is amazing (or not) is the extreme nonchalance of the mainstream media to the CIA’s request for continued secrecy.,3181,3300,0,None,0
article700551604,29,That should be big news.,3301,3325,0,None,0
article700551604,30,"It’s essentially an admission of guilt, given that it is absolutely ludicrous to think that “national security” would be threatened by the release of the CIA’s long-secret JFK-assassination-related records.",3326,3532,1,"Loaded Language, Fear Appeal",70
article700551604,31,"You see, the mainstream media starts with the assumption that the CIA had nothing to do with the assassination.",3533,3644,0,None,0
article700551604,32,"In their minds, the assassination was committed by a lone nut former U.S. Marine communist, one who had no motive to kill the president.",3645,3781,0,None,0
article700551604,33,"Such being the case, the mainstream media, deferring to the CIA, automatically concludes that its wish to continue keeping secret has to be based on “national security” grounds rather than an attempt by the CIA to continue its cover-up of its assassination of the president.",3782,4056,0,None,0
article700551604,34,"Let’s proceed from the opposite assumption: That the CIA, in partnership with the military and the Mafia, orchestrated the assassination by framing a former U.S. Marine who was then working for U.S. intelligence, either Navy intelligence, the CIA, or the FBI, or a combination of all three.",4057,4347,0,None,0
article700551604,35,"Don’t forget, after all, that that’s what Oswald said.",4348,4402,0,None,0
article700551604,36,He said he was being framed.,4403,4431,0,None,0
article700551604,37,"Yet, from the very beginning, the mainstream media has never given any serious consideration to the possibility that Oswald was framed for the crime.",4432,4581,1,Exaggeration,40
article700551604,38,"Instead, they have steadfastly stuck with the official story, one that has all the characteristics of a pat frame-up: That Oswald acted alone or possibly acted in concert with others, both of which lead to nothing but dead ends, contradictions, and anomalies.",4582,4841,0,None,0
article700551604,39,"Now, let’s assume instead that Oswald was telling the truth when he said he was being framed.",4842,4935,0,None,0
article700551604,40,"In that case, it would be imperative that the CIA and the military keep as tight a lid on their records as possible to ensure that investigators or investigative reporters would have a difficult time piercing through to the circumstantial evidence that establishes the frame-up.",4936,5214,0,None,0
